,audio_status,audio_status_time,audio_status_realtime,audio_status_trialtime
0,1,2427.9926332639993,08:04:36:139125,0.0027170603986625963
1,1,2427.996281551,2022-06-14 08:04:26.158613,0.02146050419923995
2,1,2427.99719306,2022-06-14 08:04:26.159520,0.02238421819947689
3,1,2427.997826557,2022-06-14 08:04:26.160152,0.023013551199255744
4,1,2427.998420608,2022-06-14 08:04:26.160745,0.023604766199241567
5,1,2427.99906474,2022-06-14 08:04:26.161389,0.02425072019923391
6,1,2427.99971801,2022-06-14 08:04:26.162043,0.02490620919934372
7,1,2428.000337341,2022-06-14 08:04:26.162662,0.02552014619914189
8,1,2428.000973908,2022-06-14 08:04:26.163299,0.026157771199450508
9,1,2428.001583976,2022-06-14 08:04:26.163908,0.026767071199174097
10,1,2428.002215025,2022-06-14 08:04:26.164539,0.027397974199175223
11,1,2428.002900377,2022-06-14 08:04:26.165226,0.02810316119939671
12,1,2428.026818504,2022-06-14 08:04:26.189147,0.0519956641992394
13,1,2428.027530031,2022-06-14 08:04:26.189855,0.05271434819906062
14,1,2428.028231815,2022-06-14 08:04:26.190556,0.053416784199271206
15,1,2428.028913655,2022-06-14 08:04:26.191238,0.05409628519919352
16,1,2428.029585787,2022-06-14 08:04:26.191910,0.05476784919937927
17,1,2428.03022898,2022-06-14 08:04:26.192562,0.055419982199055084
18,1,2428.030853011,2022-06-14 08:04:26.193178,0.05603869619926627
19,1,2428.03146418,2022-06-14 08:04:26.193788,0.05664523819905298
20,1,2428.032045571,2022-06-14 08:04:26.194369,0.057225392199143243
21,1,2428.032705181,2022-06-14 08:04:26.195028,0.05788529519941221
22,1,2428.033334978,2022-06-14 08:04:26.195658,0.05851462019927567
23,1,2428.043365776,2022-06-14 08:04:26.205694,0.0685426891991483
24,1,2428.04410581,2022-06-14 08:04:26.206431,0.06929045819924795
25,1,2428.044755219,2022-06-14 08:04:26.207079,0.06993646219916627
26,1,2428.045409899,2022-06-14 08:04:26.207736,0.07059932919946732
27,1,2428.046034679,2022-06-14 08:04:26.208359,0.07121791119925547
28,1,2428.046658855,2022-06-14 08:04:26.208982,0.07183973519931897
29,1,2428.047300821,2022-06-14 08:04:26.209624,0.07248049119925781
30,1,2428.047918367,2022-06-14 08:04:26.210241,0.07309800019947943
31,1,2428.048544122,2022-06-14 08:04:26.210867,0.07372337119932126
32,1,2428.049167761,2022-06-14 08:04:26.211491,0.07434708119944844
33,1,2428.049853021,2022-06-14 08:04:26.212177,0.0750359391990969
34,1,2428.06013963,2022-06-14 08:04:26.222471,0.08531861019946518
35,1,2428.060939641,2022-06-14 08:04:26.223264,0.08612888419929732
36,1,2428.061578931,2022-06-14 08:04:26.223902,0.08675924219915032
37,1,2428.062207368,2022-06-14 08:04:26.224531,0.08738719619941548
38,1,2428.062841426,2022-06-14 08:04:26.225165,0.0880207251993852
39,1,2428.063477359,2022-06-14 08:04:26.225802,0.0886614141991231
40,1,2428.064136525,2022-06-14 08:04:26.226462,0.08932447019924439
41,1,2428.064771815,2022-06-14 08:04:26.227097,0.08995863819927763
42,1,2428.065433887,2022-06-14 08:04:26.227758,0.09061993319937756
43,1,2428.066019302,2022-06-14 08:04:26.228343,0.0912022851994152
44,1,2428.066684024,2022-06-14 08:04:26.229009,0.09187046519946307
45,1,2428.076713337,2022-06-14 08:04:26.239041,0.10189041219928185
46,1,2428.077455304,2022-06-14 08:04:26.239780,0.10263854619915946
47,1,2428.078086654,2022-06-14 08:04:26.240411,0.1032709551991502
48,1,2428.078732629,2022-06-14 08:04:26.241056,0.10391274219909974
49,1,2428.07934493,2022-06-14 08:04:26.241668,0.1045246311991832
50,1,2428.079967088,2022-06-14 08:04:26.242290,0.10514664219908809
51,1,2428.080613469,2022-06-14 08:04:26.242936,0.10579226519939766
52,1,2428.081241498,2022-06-14 08:04:26.243566,0.10642425519927201
53,1,2428.081929401,2022-06-14 08:04:26.244256,0.10712243519947151
54,1,2428.082561669,2022-06-14 08:04:26.244887,0.1077546651990815
55,1,2428.083238269,2022-06-14 08:04:26.245563,0.10842216519949943
56,1,2428.093358688,2022-06-14 08:04:26.255687,0.11853580019942456
57,1,2428.09407606,2022-06-14 08:04:26.256400,0.11925853219918281
58,1,2428.094710638,2022-06-14 08:04:26.257034,0.11989152019941685
59,1,2428.095283814,2022-06-14 08:04:26.257607,0.12046375619911487
60,1,2428.095856679,2022-06-14 08:04:26.258180,0.12103659619924656
61,1,2428.096479851,2022-06-14 08:04:26.258803,0.12165883819943701
62,1,2428.097101244,2022-06-14 08:04:26.259425,0.12228060019924669
63,1,2428.097783874,2022-06-14 08:04:26.260110,0.12296897219948733
64,1,2428.098386211,2022-06-14 08:04:26.260718,0.12357569719915773
65,1,2428.099021458,2022-06-14 08:04:26.261345,0.12420073019939082
66,1,2428.099655589,2022-06-14 08:04:26.261979,0.12483433619945572
67,1,2428.110087551,2022-06-14 08:04:26.272420,0.13526694019947172
68,1,2428.110887171,2022-06-14 08:04:26.273212,0.13607188019932437
69,1,2428.111517339,2022-06-14 08:04:26.273842,0.1367009351993147
70,1,2428.112082585,2022-06-14 08:04:26.274406,0.13726285919938164
